日期,款式名,平台来源,笔记数,互动量,情感倾向
2026-06-01,流沙猫眼,社交平台B,1821,13761,负面
2026-06-01,流沙猫眼,社交平台C,1535,13203,正面
2026-06-01,古风晕染,社交平台A,5980,49957,正面
2026-06-01,古风晕染,社交平台B,4290,39533,正面
2026-06-01,古风晕染,社交平台C,3097,29911,正面
2026-06-01,磨砂质感,社交平台A,167,1990,正面
2026-06-01,磨砂质感,社交平台B,115,1391,正面
2026-06-01,磨砂质感,社交平台C,86,938,正面
2026-06-01,彩绘新潮,社交平台A,455,6468,正面
2026-06-01,彩绘新潮,社交平台B,261,3386,负面
2026-06-01,彩绘新潮,社交平台C,267,3526,正面
2026-06-02,猫眼,社交平台A,78,1019,中性
2026-06-02,猫眼,社交平台B,67,831,正面
2026-06-02,猫眼,社交平台C,50,696,正面
2026-06-02,纯欲风,社交平台A,40,531,正面
2026-06-02,纯欲风,社交平台B,30,375,正面
2026-06-02,纯欲风,社交平台C,16,213,正面
2026-06-02,法式,社交平台A,211,2696,正面
2026-06-02,法式,社交平台B,131,1561,正面
2026-06-02,法式,社交平台C,69,753,正面
2026-06-02,穿戴甲,社交平台A,9255,123230,中性
2026-06-02,穿戴甲,社交平台B,6449,85132,正面
2026-06-02,穿戴甲,社交平台C,3103,44230,中性
2026-06-02,手绘油画风,社交平台A,7882,109590,正面
2026-06-02,手绘油画风,社交平台B,2937,39589,中性
2026-06-02,手绘油画风,社交平台C,1997,32058,正面
2026-06-02,冰透果冻甲,社交平台A,243,2497,正面
2026-06-02,冰透果冻甲,社交平台B,166,1889,正面
2026-06-02,冰透果冻甲,社交平台C,92,956,正面
2026-06-02,流沙猫眼,社交平台A,4244,33940,正面
2026-06-02,流沙猫眼,社交平台B,1729,14183,正面
2026-06-02,流沙猫眼,社交平台C,1701,14420,中性
2026-06-02,古风晕染,社交平台A,6518,57177,正面
2026-06-02,古风晕染,社交平台B,3247,29567,正面
2026-06-02,古风晕染,社交平台C,3232,29616,正面
2026-06-02,磨砂质感,社交平台A,169,2045,正面
2026-06-02,磨砂质感,社交平台B,92,994,正面
2026-06-02,磨砂质感,社交平台C,67,714,正面
2026-06-02,彩绘新潮,社交平台A,650,8706,正面
2026-06-02,彩绘新潮,社交平台B,325,4645,正面
2026-06-02,彩绘新潮,社交平台C,238,3233,正面
2026-06-03,猫眼,社交平台A,109,1502,正面
2026-06-03,猫眼,社交平台B,64,930,正面
2026-06-03,猫眼,社交平台C,36,450,正面
2026-06-03,纯欲风,社交平台A,60,751,正面
2026-06-03,纯欲风,社交平台B,24,303,正面
2026-06-03,纯欲风,社交平台C,16,211,正面
2026-06-03,法式,社交平台A,232,2952,正面
2026-06-03,法式,社交平台B,143,1857,正面
2026-06-03,法式,社交平台C,105,1148,正面
2026-06-03,穿戴甲,社交平台A,10560,137081,正面
2026-06-03,穿戴甲,社交平台B,5255,70408,正面
2026-06-03,穿戴甲,社交平台C,3712,52158,正面
2026-06-03,手绘油画风,社交平台A,5947,94704,中性
2026-06-03,手绘油画风,社交平台B,4458,66300,正面
2026-06-03,手绘油画风,社交平台C,1974,28608,正面
2026-06-03,冰透果冻甲,社交平台A,183,2063,正面
2026-06-03,冰透果冻甲,社交平台B,149,1612,正面
2026-06-03,冰透果冻甲,社交平台C,100,1015,正面
2026-06-03,流沙猫眼,社交平台A,3413,25843,正面
2026-06-03,流沙猫眼,社交平台B,2656,21931,中性
2026-06-03,流沙猫眼,社交平台C,1659,13554,正面
2026-06-03,古风晕染,社交平台A,7049,70099,正面
2026-06-03,古风晕染,社交平台B,4780,44980,正面
2026-06-03,古风晕染,社交平台C,2641,23098,正面
2026-06-03,磨砂质感,社交平台A,187,2219,正面
2026-06-03,磨砂质感,社交平台B,135,1443,正面
2026-06-03,磨砂质感,社交平台C,90,941,负面
2026-06-03,彩绘新潮,社交平台A,630,9123,正面
2026-06-03,彩绘新潮,社交平台B,402,5882,正面
2026-06-03,彩绘新潮,社交平台C,247,3508,正面
2026-06-04,猫眼,社交平台A,117,1689,正面
2026-06-04,猫眼,社交平台B,66,854,正面
2026-06-04,猫眼,社交平台C,40,580,正面
2026-06-04,纯欲风,社交平台A,39,491,负面
2026-06-04,纯欲风,社交平台B,24,271,正面
2026-06-04,纯欲风,社交平台C,16,213,负面
2026-06-04,法式,社交平台A,262,3356,正面
2026-06-04,法式,社交平台B,161,1756,正面
2026-06-04,法式,社交平台C,87,1073,正面
2026-06-04,穿戴甲,社交平台A,8766,120204,正面
2026-06-04,穿戴甲,社交平台B,5264,81339,正面
2026-06-04,穿戴甲,社交平台C,4342,67133,正面
2026-06-04,手绘油画风,社交平台A,5255,80217,正面
2026-06-04,手绘油画风,社交平台B,4524,66124,中性
2026-06-04,手绘油画风,社交平台C,2045,31857,正面
2026-06-04,冰透果冻甲,社交平台A,296,3287,正面
2026-06-04,冰透果冻甲,社交平台B,159,1729,正面
2026-06-04,冰透果冻甲,社交平台C,105,1004,正面
2026-06-04,流沙猫眼,社交平台A,4375,39015,正面
2026-06-04,流沙猫眼,社交平台B,2136,16931,正面
2026-06-04,流沙猫眼,社交平台C,1251,9786,中性
2026-06-04,古风晕染,社交平台A,7484,67362,正面
2026-06-04,古风晕染,社交平台B,3779,32313,正面
2026-06-04,古风晕染,社交平台C,3119,31085,正面
2026-06-04,磨砂质感,社交平台A,219,2315,正面
2026-06-04,磨砂质感,社交平台B,115,1300,正面
2026-06-04,磨砂质感,社交平台C,63,767,正面
2026-06-04,彩绘新潮,社交平台A,576,8905,正面
2026-06-04,彩绘新潮,社交平台B,387,5280,正面
2026-06-04,彩绘新潮,社交平台C,273,4099,正面
2026-06-05,猫眼,社交平台A,91,1163,负面
2026-06-05,猫眼,社交平台B,64,872,正面
2026-06-05,猫眼,社交平台C,36,517,正面
2026-06-05,纯欲风,社交平台A,52,633,正面
2026-06-05,纯欲风,社交平台B,32,392,正面
2026-06-05,纯欲风,社交平台C,19,256,正面
2026-06-05,法式,社交平台A,216,2769,正面
2026-06-05,法式,社交平台B,161,1988,正面
2026-06-05,法式,社交平台C,85,1054,正面
2026-06-05,穿戴甲,社交平台A,10168,140937,正面
2026-06-05,穿戴甲,社交平台B,7403,112627,正面
2026-06-05,穿戴甲,社交平台C,4056,58889,中性
2026-06-05,手绘油画风,社交平台A,5107,76936,正面
2026-06-05,手绘油画风,社交平台B,3212,49055,正面
2026-06-05,手绘油画风,社交平台C,2921,45333,正面
2026-06-05,冰透果冻甲,社交平台A,272,2749,正面
2026-06-05,冰透果冻甲,社交平台B,134,1309,正面
2026-06-05,冰透果冻甲,社交平台C,110,1063,中性
2026-06-05,流沙猫眼,社交平台A,3618,31156,正面
2026-06-05,流沙猫眼,社交平台B,2776,21446,正面
2026-06-05,流沙猫眼,社交平台C,1377,12387,正面
2026-06-05,古风晕染,社交平台A,7633,64955,正面
2026-06-05,古风晕染,社交平台B,5138,48709,正面
2026-06-05,古风晕染,社交平台C,2835,24905,正面
2026-06-05,磨砂质感,社交平台A,142,1721,中性
2026-06-05,磨砂质感,社交平台B,115,1422,正面
2026-06-05,磨砂质感,社交平台C,64,689,正面
2026-06-05,彩绘新潮,社交平台A,654,9278,正面
2026-06-05,彩绘新潮,社交平台B,373,5778,正面
2026-06-05,彩绘新潮,社交平台C,200,3109,负面
2026-06-06,猫眼,社交平台A,98,1236,正面
2026-06-06,猫眼,社交平台B,61,765,正面
2026-06-06,猫眼,社交平台C,33,455,正面
2026-06-06,纯欲风,社交平台A,43,553,正面
2026-06-06,纯欲风,社交平台B,29,379,正面
2026-06-06,纯欲风,社交平台C,16,188,正面
2026-06-06,法式,社交平台A,229,2968,正面
2026-06-06,法式,社交平台B,127,1567,正面
2026-06-06,法式,社交平台C,93,1094,正面
2026-06-06,穿戴甲,社交平台A,10698,153274,中性
2026-06-06,穿戴甲,社交平台B,5745,74405,负面
2026-06-06,穿戴甲,社交平台C,3498,51904,正面
2026-06-06,手绘油画风,社交平台A,7220,110247,正面
2026-06-06,手绘油画风,社交平台B,3451,56646,正面
2026-06-06,手绘油画风,社交平台C,2875,45542,正面
2026-06-06,冰透果冻甲,社交平台A,275,2908,正面
2026-06-06,冰透果冻甲,社交平台B,152,1566,正面
2026-06-06,冰透果冻甲,社交平台C,79,860,正面
2026-06-06,流沙猫眼,社交平台A,3521,30389,正面
2026-06-06,流沙猫眼,社交平台B,1830,14987,正面
2026-06-06,流沙猫眼,社交平台C,1725,13893,正面
2026-06-06,古风晕染,社交平台A,7196,62548,中性
2026-06-06,古风晕染,社交平台B,4909,40902,中性
2026-06-06,古风晕染,社交平台C,3390,31760,正面
2026-06-06,磨砂质感,社交平台A,155,1900,负面
2026-06-06,磨砂质感,社交平台B,112,1198,正面
2026-06-06,磨砂质感,社交平台C,65,778,中性
2026-06-06,彩绘新潮,社交平台A,620,8770,正面
2026-06-06,彩绘新潮,社交平台B,409,5450,负面
2026-06-06,彩绘新潮,社交平台C,219,3200,正面
2026-06-07,猫眼,社交平台A,114,1445,正面
2026-06-07,猫眼,社交平台B,51,677,正面
2026-06-07,猫眼,社交平台C,48,664,正面
2026-06-07,纯欲风,社交平台A,41,461,正面
2026-06-07,纯欲风,社交平台B,24,318,正面
2026-06-07,纯欲风,社交平台C,16,186,正面
2026-06-07,法式,社交平台A,216,2586,正面
2026-06-07,法式,社交平台B,116,1447,正面
2026-06-07,法式,社交平台C,88,996,正面
2026-06-07,穿戴甲,社交平台A,8614,126034,正面
2026-06-07,穿戴甲,社交平台B,6284,86694,正面
2026-06-07,穿戴甲,社交平台C,4081,59222,正面
2026-06-07,手绘油画风,社交平台A,7771,104583,负面
2026-06-07,手绘油画风,社交平台B,3502,47580,正面
2026-06-07,手绘油画风,社交平台C,2816,42918,正面
2026-06-07,冰透果冻甲,社交平台A,286,2880,正面
2026-06-07,冰透果冻甲,社交平台B,143,1386,正面
2026-06-07,冰透果冻甲,社交平台C,112,1070,正面
2026-06-07,流沙猫眼,社交平台A,3509,27824,正面
2026-06-07,流沙猫眼,社交平台B,2682,19992,正面
2026-06-07,流沙猫眼,社交平台C,1674,13543,正面
2026-06-07,古风晕染,社交平台A,6269,58084,正面
2026-06-07,古风晕染,社交平台B,3649,30462,正面
2026-06-07,古风晕染,社交平台C,2830,23687,正面
2026-06-07,磨砂质感,社交平台A,211,2237,中性
2026-06-07,磨砂质感,社交平台B,97,1061,正面
2026-06-07,磨砂质感,社交平台C,92,1162,正面
2026-06-07,彩绘新潮,社交平台A,532,7124,正面
2026-06-07,彩绘新潮,社交平台B,329,4358,正面
2026-06-07,彩绘新潮,社交平台C,191,2443,正面
